10.2307/j100223,10.2307/j100502,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100224,10.2307/j100710,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100229,10.2307/j100771,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100234,10.2307/j100776,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100240,10.2307/j100880,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100246,10.2307/j100542,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100249,10.2307/j100567,Publication A and Publication B are merged to form Journal C. Both A and B cease to exist after the merge.
10.2307/j100249,10.2307/j101020,Publication A and Publication B are merged to form Journal C. Both A and B cease to exist after the merge.
10.2307/j100252,10.2307/j100855,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100253,10.2307/j101051,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100260,10.2307/j101048,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100261,10.2307/j101015,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100272,10.2307/j100994,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100273,10.2307/j100798,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100277,10.2307/j100861,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100280,10.2307/j100623,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100281,10.2307/j100954,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100286,10.2307/j100534,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100291,10.2307/j100705,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100296,10.2307/j100827,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100297,10.2307/j100866,Publication A and Publication B are merged to form Journal C. Both A and B cease to exist after the merge.
10.2307/j100297,10.2307/j50000410,Publication A and Publication B are merged to form Journal C. Both A and B cease to exist after the merge.
10.2307/j100302,10.2307/j100964,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100307,10.2307/j100935,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100308,10.2307/j100505,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100311,10.2307/j100992,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100313,10.2307/j100968,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100318,10.2307/j100810,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100321,10.2307/j101045,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100326,10.2307/j100775,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100330,10.2307/j100959,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100332,10.2307/j100811,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100339,10.2307/j100628,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100346,10.2307/j100844,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100349,10.2307/j101021,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100351,10.2307/j100823,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100352,10.2307/j100931,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100355,10.2307/j100690,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100356,10.2307/j100786,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100363,10.2307/j100860,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100364,10.2307/j100971,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100367,10.2307/j101004,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100368,10.2307/j100675,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100369,10.2307/j100772,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100374,10.2307/j101380,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100378,10.2307/j50000371,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100379,10.2307/j100933,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100384,10.2307/j100631,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100390,10.2307/j101024,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100395,10.2307/j100912,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100396,10.2307/j100757,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100399,10.2307/j100816,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100405,10.2307/j101025,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100415,10.2307/j100697,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100433,10.2307/j101014,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100436,10.2307/j100613,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100439,10.2307/j101049,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100454,10.2307/j100829,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100465,10.2307/j100828,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100466,10.2307/j100947,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100467,10.2307/j100598,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100468,10.2307/j100819,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100469,10.2307/j100818,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100476,10.2307/j100444,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100477,10.2307/j100085,Publication A splits into (two or more) Publication B and publication C. Publication A ceases to exist.
10.2307/j100480,10.2307/j100085,Publication A splits into (two or more) Publication B and publication C. Publication A ceases to exist.
10.2307/j100481,10.2307/j100215,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100485,10.2307/j100374,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100487,10.2307/j100278,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100510,10.2307/j100722,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100514,10.2307/j100652,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100516,10.2307/j100460,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100523,10.2307/j100665,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100525,10.2307/j100713,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100529,10.2307/j100370,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100531,10.2307/j100298,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100533,10.2307/j100422,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100535,10.2307/j100721,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100538,10.2307/j100280,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100539,10.2307/j100307,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100540,10.2307/j100118,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100545,10.2307/j100510,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100549,10.2307/j100957,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100550,10.2307/j100744,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100551,10.2307/j100674,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100557,10.2307/j100779,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100563,10.2307/j101458,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100565,10.2307/j100529,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100566,10.2307/j100551,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100567,10.2307/j100569,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100568,10.2307/j100983,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100569,10.2307/j100570,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100570,10.2307/j100571,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100573,10.2307/j100609,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100574,10.2307/j100181,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100575,10.2307/j100147,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100581,10.2307/j100358,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100582,10.2307/j100525,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100584,10.2307/j100157,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100586,10.2307/j100714,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100587,10.2307/j100693,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100588,10.2307/j100587,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100593,10.2307/j100646,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100595,10.2307/j100588,Publication A splits into (two or more) Publication B and publication C. Publication A ceases to exist.
10.2307/j100596,10.2307/j100588,Publication A splits into (two or more) Publication B and publication C. Publication A ceases to exist.
10.2307/j100597,10.2307/j100595,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100598,10.2307/j100596,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100603,10.2307/j100944,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100606,10.2307/j100651,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100607,10.2307/j100465,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100616,10.2307/j100805,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100617,10.2307/j100782,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100618,10.2307/j100558,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100627,10.2307/j100371,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100634,10.2307/j100695,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100645,10.2307/j100359,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100647,10.2307/j100694,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100648,10.2307/j101043,Publication A and Publication B are merged to form Journal C. Both A and B cease to exist after the merge.
10.2307/j100648,10.2307/j101044,Publication A and Publication B are merged to form Journal C. Both A and B cease to exist after the merge.
10.2307/j100649,10.2307/j100830,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100653,10.2307/j100699,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100655,10.2307/j100821,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100661,10.2307/j100384,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100662,10.2307/j100420,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100664,10.2307/j100436,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100666,10.2307/j100470,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100667,10.2307/j100349,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100669,10.2307/j100974,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100671,10.2307/j100048,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100672,10.2307/j100099,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100676,10.2307/j100457,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100677,10.2307/j100981,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100687,10.2307/j100688,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100692,10.2307/j100687,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100700,10.2307/j100701,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100705,10.2307/j100706,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100708,10.2307/j100036,Publication A splits into (two or more) Publication B and publication C. Publication A ceases to exist.
10.2307/j100709,10.2307/j100036,Publication A splits into (two or more) Publication B and publication C. Publication A ceases to exist.
10.2307/j100710,10.2307/j101028,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100723,10.2307/j100315,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100740,10.2307/j100162,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100744,10.2307/j101008,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100745,10.2307/j101026,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100746,10.2307/j100655,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100747,10.2307/j100962,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100748,10.2307/j100672,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100751,10.2307/j100279,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100752,10.2307/j100372,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100753,10.2307/j100432,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100757,10.2307/j101030,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100759,10.2307/j100415,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100767,10.2307/j100766,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100769,10.2307/j100773,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100770,10.2307/j101018,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100775,10.2307/j100774,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100776,10.2307/j100988,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100777,10.2307/j100097,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100778,10.2307/j100997,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100779,10.2307/j100717,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100780,10.2307/j100741,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100782,10.2307/j100544,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100783,10.2307/j100742,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100784,10.2307/j100538,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100789,10.2307/j100425,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100794,10.2307/j100578,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100799,10.2307/j100302,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100804,10.2307/j100517,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100808,10.2307/j100673,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100810,10.2307/j100797,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100812,10.2307/j100789,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100813,10.2307/j100281,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100814,10.2307/j100513,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100815,10.2307/j100309,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100816,10.2307/j101036,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100818,10.2307/j100692,Publication A splits into (two or more) Publication B and publication C. Publication A ceases to exist.
10.2307/j100819,10.2307/j100692,Publication A splits into (two or more) Publication B and publication C. Publication A ceases to exist.
10.2307/j100820,10.2307/j100227,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100823,10.2307/j100831,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100830,10.2307/j100909,Publication A and Publication B are merged to form Journal C. Both A and B cease to exist after the merge.
10.2307/j100830,10.2307/j100910,Publication A and Publication B are merged to form Journal C. Both A and B cease to exist after the merge.
10.2307/j100830,10.2307/j100919,Publication A and Publication B are merged to form Journal C. Both A and B cease to exist after the merge.
10.2307/j100834,10.2307/j100025,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100835,10.2307/j100467,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100836,10.2307/j100468,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100837,10.2307/j100469,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100838,10.2307/j100351,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100839,10.2307/j100376,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100845,10.2307/j100190,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100852,10.2307/j100670,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100854,10.2307/j100533,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100855,10.2307/j100978,Publication A and Publication B are merged to form Journal C. Both A and B cease to exist after the merge.
10.2307/j100855,10.2307/j50000535,Publication A and Publication B are merged to form Journal C. Both A and B cease to exist after the merge.
10.2307/j100858,10.2307/j100312,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100860,10.2307/j100975,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100865,10.2307/j100292,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100870,10.2307/j100135,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100875,10.2307/j100105,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100876,10.2307/j100574,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100878,10.2307/j100877,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100880,10.2307/j100027,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100881,10.2307/j100531,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100883,10.2307/j100385,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100886,10.2307/j100407,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100887,10.2307/j100368,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100891,10.2307/j100795,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100892,10.2307/j100678,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100899,10.2307/j100882,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100900,10.2307/j100100,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100901,10.2307/j100391,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100905,10.2307/j100537,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100907,10.2307/j100640,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100909,10.2307/j100920,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100910,10.2307/j100911,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100913,10.2307/j100268,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100914,10.2307/j100836,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100915,10.2307/j100834,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100916,10.2307/j100840,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100918,10.2307/j100917,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100919,10.2307/j100918,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100921,10.2307/j100824,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100922,10.2307/j100352,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100923,10.2307/j100634,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100924,10.2307/j100399,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100932,10.2307/j100832,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100935,10.2307/j100934,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100937,10.2307/j100936,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100938,10.2307/j100937,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100939,10.2307/j100938,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100943,10.2307/j100942,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100946,10.2307/j100945,A publication (A) ceases and a new one (B) starts as a continuation of the first one
10.2307/j100949,10.2307/j100950,A publication (A) ceases and a new one (B) starts as a continuation of the first one
